shop_name,shop_number,address,phone,services
全家台東金生億店,021641,台東縣台東市太原路一段７７６號１Ｆ（範圍如附圖）,089-235735,"Fami!ce(有販售店), 烤馬鈴薯"
全家台東興昌店,016212,臺東縣臺東市文昌路２號壹樓,"089-719162 , 089-233387","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 塑環真®循環杯"
全家台東豐樂店,021779,台東縣台東市豐樂里正氣北路５２６號一樓,"089-719215 , 089-325869","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 好市多專架, 福爾摩沙茶館"
全家台東南京店,018473,台東縣台東市民族里正氣路３８４號一樓,"089-719243 , 089-332782","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家台東志航店,019098,台東縣台東市志航路三段３號,089-236374,"夯番薯, 廁所, 休憩區, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家台東南王店,021777,台東縣台東市南王里更生北路６０３號,"089-719177 , 089-224995","夯番薯, 相片立可得, 廁所, 休憩區, 烤馬鈴薯, 塑環真®循環杯"
全家台東維新店,021183,台東縣台東市更生路５７５號,"089-719183 , 089-347383","夯番薯, 休憩區"
全家台東車站店,018701,台東市岩灣路１０１巷５９８號,"089-719176 , 089-237179","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家台東知本店,016978,台東縣台東市建興里青海路四段４７２號１樓,"089-719210 , 089-512191","夯番薯, 相片立可得, 休憩區"
全家台東博愛店,015913,台東縣台東市博愛路４８６號,"089-719169 , 089-341217","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), picard"
全家台東新生店,019063,台東縣台東市開封街６４６號１樓,"089-719246 , 089-341973","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, 好市多專架, gogoro電池交換站"
全家台東四維店,020847,台東縣台東市傳廣路３９９號１樓,"089-719242 , 089-348139","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 好市多專架, 蒸新鮮"
全家台東大豐店,021640,台東縣台東市漢陽北路２００號部分範圍（詳如附圖）,089-345258,"Fami!ce(雙口味店), Fami!ce(圓滾滾店)"
全家台東豐榮店,021420,台東縣台東市豐榮路１８７號,"089-719213 , 089-341938","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 生鮮蔬菜, 鼎王麻辣蛋, 蒸新鮮"
全家綠島朝日店,014788,台東縣綠島鄉南寮村９９號,089-671146,"夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, picard, SOHOT炎選-炸烤物"
全家台東和平店,021362,台東縣卑南鄉太平村和平路１０２號一樓,"089-719209 , 089-380790","夯番薯, 相片立可得, 休憩區, 馬尚煮"
全家卑南初鹿店,022228,台東縣卑南鄉初鹿村忠孝路８５號,"089-719241 , 089-570655","夯番薯, 休憩區"
全家台東鎮東店,016652,臺東縣卑南鄉泰安村泰安路３６１號（陸軍太平營區）,"089-380321 , 089-381213","鼎王麻辣蛋, 馬尚煮"
全家台東賓朗店,022585,台東縣卑南鄉賓朗路２９２號,"089-719217 , 089-236230","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心, 穆斯林友善商品店舖"
全家台東龍泉店,018032,台東縣卑南鄉溫泉村龍泉路５５號一樓之１,"089-719211 , 089-514523","夯番薯, 生鮮蔬菜"
全家台東鹿野店,022167,台東縣鹿野鄉鹿野村中華路一段９８號一樓,"089-719221 , 089-561502","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家鹿野瑞豐店,021120,台東縣鹿野鄉瑞景路四段９８號,"089-717005 , 089-810268","Fami!ce(有販售店), 塑環真®循環杯"
全家關山民族店,019671,台東縣關山鎮里壟里民族路５３－１號,"089-719170 , 089-814885","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區"
全家台東關山店,017000,台東縣關山鎮里瓏里民權路１之６號一樓,"089-719223 , 089-814083","夯番薯, 休憩區"
全家海端天龍店,022250,台東縣海端鄉霧鹿村１鄰９號,089-935129,SOHOT炎選-現烤點心
全家池上車站店,018361,台東縣池上鄉忠孝路２６９號,"089-719130 , 089-863755","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), SOHOT炎選-現烤點心, 好市多專架, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家東河農會店,015262,臺東縣東河鄉都蘭村都蘭路２０９－１號,"089-719166 , 089-531539","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 好市多專架, picard, 塑環真®循環杯"
全家成功中華店,017618,台東縣成功鎮中華路１２３號１樓,"089-719245 , 089-853820","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家成功花海店,021240,台東縣成功鎮美山路１３９－２號,089-871068,
全家長濱金剛店,019091,台東縣長濱鄉長濱村長濱１４２－６號及其停車場,"089-719273 , 089-832155","Fami!ce(有販售店), 好市多專架, picard"
全家台東太麻里店,016977,台東縣太麻里鄉泰和村太麻里街３１６號,"089-719187 , 089-780150","夯番薯, 廁所, 休憩區, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家台東大竹店,017975,臺東縣大武鄉大竹６號,"089-719186 , 089-760208","夯番薯, Fami!ce(有販售店), 休憩區, 鼎王麻辣蛋, gogoro電池交換站, 蒸新鮮"
全家大武南興店,019699,台東縣大武鄉圓山路１－６號,"089-719301 , 089-790189","烤馬鈴薯, picard, 蒸新鮮"
全家台東新達人店,021537,台東縣達仁鄉安朔村復興路１４２號,089-702568,"Fami!ce(有販售店), 烤馬鈴薯, 鼎王麻辣蛋, 蒸新鮮"
全家基隆車站店,018683,基隆市仁愛區中山一路１６之１號,"02-77303054 , 02-24259160","夯番薯, Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT"
全家基隆鑫仁二店,019621,基隆市仁愛區仁二路１９８號壹樓及地下室,"02-77163057 , 02-24259022","烤馬鈴薯, ChargeSPOT"
全家基隆仁三店,017147,基隆市仁愛區仁三路５９號壹樓,"02-77094069 , 02-24286905","夯番薯, 休憩區, ChargeSPOT"
全家基隆廟口店,019180,基隆市仁愛區仁德里仁三路３３號一樓,"02-77230578 , 02-24289166",ChargeSPOT
全家基隆仁四店,021517,基隆市仁愛區仁四路５２號１樓,"02-77230577 , 02-24265932","夯番薯, 休憩區, 塑環真®循環杯"
全家基隆鑫忠孝店,018930,基隆市仁愛區孝三路５４號壹樓,"02-77163708 , 02-24287939","Fami!ce(有販售店), ChargeSPOT"
全家基隆新站前店,019437,基隆市仁愛區忠一路１９號,"02-77230579 , 02-24273646",夯番薯
全家基隆鑫忠二店,019391,基隆市仁愛區忠二路１５號壹樓,"02-77134976 , 02-24259100","烤馬鈴薯, ChargeSPOT, picard"
全家基隆仁愛店,018601,基隆市仁愛區愛四路５６號１樓及夾層,"02-77462480 , 02-24259270","夯番薯, 休憩區, Fami!ce(雙口味店), ChargeSPOT"
全家基隆精一店,018477,基隆市仁愛區精一路４１號１樓,"02-77230581 , 02-24249183","夯番薯, ChargeSPOT"
全家基隆劉銘傳店,021602,基隆市仁愛區劉銘傳路１５號壹樓,02-24259272,"Fami!ce(有販售店), 烤馬鈴薯, 塑環真®循環杯"
全家基隆新正信店,015670,基隆市信義區正信路１８１號,"02-77337534 , 02-24665413","夯番薯, 相片立可得, 休憩區, ChargeSPOT, picard, 蒸新鮮"
全家基隆東信店,020367,基隆市信義區東信路５號,"02-77230679 , 02-24669537","夯番薯, 休憩區"
全家基隆信一店,022465,基隆市信義區信一路１４８號,"02-77230680 , 02-24241255","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 咖啡複合店, ChargeSPOT, 智能咖啡機, picard, 鼎王麻辣蛋, 塑環真®循環杯, 馬尚煮"
全家基隆信義店,016213,基隆市信義區信二路２３６－２號,"02-77337634 , 02-24255383","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, ChargeSPOT"
全家基隆深美店,021078,基隆市信義區教忠街１０８號壹樓,"02-77413010 , 02-24685554","烤馬鈴薯, picard, 塑環真®循環杯"
全家基隆新深溪店,017150,基隆市信義區深溪路５９號,"02-77397057 , 02-24664970","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家基隆新澳坑店,016283,基隆市信義區深澳坑路１０７號,"02-77463255 , 02-24683722","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家基隆新祥豐店,014328,基隆市中正區中正路６２３號壹樓,"02-77230567 , 02-24627260","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 好市多專架, ChargeSPOT"
全家基隆正港店,018271,基隆市中正區中正路６４４號,"02-77230568 , 02-24636316","夯番薯, 休憩區"
全家基隆鑫港店,022728,基隆市中正區中正路１８號壹樓,"02-77230817 , 02-24275332","Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, picard, 塑環真®循環杯"
全家基隆新中船店,022682,基隆市中正區中船路８２號,"02-77337952 , 02-24245729","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, ChargeSPOT, 塑環真®循環杯"
全家基隆富港店,022907,基隆市中正區北寧路２５０－８號１．２樓,"02-77463642 , 02-24699625","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), ChargeSPOT, 福爾摩沙茶館, 鼎王麻辣蛋, gogoro電池交換站, 塑環真®循環杯"
全家基隆海大店,014688,基隆市中正區北寧路２號,"02-77462481 , 02-24636566","夯番薯, Fami!ce(雙口味店), ChargeSPOT"
全家基隆海洋店,021953,基隆市中正區北寧路２號,"02-77304105 , 02-24636575","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, 馬尚煮"
全家基隆二信店,020866,基隆市中正區立德路２４３號壹樓,"02-77413006 , 02-24634966",烤馬鈴薯
全家基隆新和一店,019434,基隆市中正區和一路１１０號,"02-77230570 , 02-24635157","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, ChargeSPOT"
全家基隆欣豐店,020465,基隆市中正區新豐街３８１號,"02-77305170 , 02-24699472","烤馬鈴薯, picard"
全家基隆新義二店,020282,基隆市中正區義二路３４號,"02-77304103 , 02-24267442","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), ChargeSPOT, 塑環真®循環杯"
全家基隆觀海店,020469,基隆市中正區砂子里觀海街１３６號１３８號一樓,"02-77230572 , 02-24606545","夯番薯, 相片立可得, 廁所, 休憩區, 生鮮蔬菜, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT, picard, SOHOT炎選-炸烤物, 馬尚煮"
全家基隆觀山店,015396,基隆市中正區觀海街６１號,"02-77303721 , 02-24607005","廁所, 休憩區, 烤馬鈴薯, ChargeSPOT"
全家基隆中山店,021863,基隆市中山區中山二路５３號．５３－１號,"02-77230559 , 02-24285091","夯番薯, 休憩區, Fami!ce(雙口味店), ChargeSPOT, gogoro電池交換站"
全家基隆囍旺店,021599,基隆市中山區中和路８５巷１２號１、２樓,"02-77231410 , 02-24370189","夯番薯, ChargeSPOT"
全家基隆鑫大慶店,021686,基隆市中山區中和路１６８巷２弄１７號,"02-77462570 , 02-24371195","夯番薯, 相片立可得, 廁所, 休憩區, ChargeSPOT"
全家基隆華復店,023135,基隆市中山區通化里中華路２號復旦路１號３號一樓,"02-77230563 , 02-24282937","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT, picard"
全家基隆樂華店,015669,基隆市中山區西康里西定路４６７號１樓,"02-77230562 , 02-24285782","夯番薯, 休憩區"
全家基隆經國店,010822,基隆市中山區復興路３３６－１號,"02-77230566 , 02-24374320","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯"
全家基隆新復興店,019438,基隆市中山區復興路２０４－１號,"02-77463003 , 02-24366769","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT"
全家基隆新安和店,016733,基隆市安樂區安和一街１２４號,"02-77337951 , 02-24341775","休憩區, Fami自助洗衣"
全家基隆新樂強店,017009,基隆市安樂區安樂路一段２０６號１樓,"02-77137228 , 02-24254734","夯番薯, 休憩區, ChargeSPOT"
全家基隆長庚店,022103,基隆市安樂區安樂路二段１５７號,"02-77230670 , 02-24326001","夯番薯, Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, ChargeSPOT"
全家基隆武勝店,017246,基隆市安樂區武訓街７２號壹樓,"02-77462262 , 02-24328788","夯番薯, 廁所, 休憩區, 烤馬鈴薯, 鼎王麻辣蛋"
全家基隆武嶺店,016926,基隆市安樂區武嶺街１８１－６號１樓,"02-77230672 , 02-24335573","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 鼎王麻辣蛋"
全家基隆情人湖店,014998,基隆市安樂區基金一路２０８巷２００號Ｂ１,"02-77230673 , 02-24326530","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT"
全家基隆新國揚店,016317,基隆市安樂區基金一路１２１巷１４號,"02-77096483 , 02-34012842","休憩區, 生鮮蔬菜, picard"
全家基隆萬金店,017089,基隆市安樂區基金一路１４６號之地下室,"02-77137229 , 02-24333875","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 生鮮蔬菜, 烤馬鈴薯, ChargeSPOT"
全家基隆基金店,016993,基隆市安樂區基金三路１４５號,"02-77230676 , 02-24329658","夯番薯, Fami!ce(有販售店), 休憩區"
全家基隆金城店,016582,基隆市安樂區麥金路２３１－１號,"02-77463352 , 02-34012667","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT"
全家基隆長樂店,022699,基隆市安樂區麥金路２２２號地下一樓（基隆長庚醫院）,"02-77467114 , 02-24331198","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, 智能咖啡機, 馬尚煮"
全家基隆鑫樂富店,023062,基隆市安樂區樂利二街６２巷２２５號,02-24349184,"Fami!ce(有販售店), Fami!ce(萌布朗店)"
全家基隆龍騰店,021828,基隆市安樂區樂利三街８巷１６號底四層,"02-77230205 , 02-24334303","相片立可得, 休憩區, 生鮮蔬菜, 好市多專架, ChargeSPOT"
全家基隆新樂群店,018585,基隆市安樂區樂利三街１２８號,"02-77304106 , 02-24337917","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, ChargeSPOT"
全家基隆樂利店,019962,基隆市安樂區樂利三街３２巷１２號,"02-77292537 , 02-24322426","夯番薯, 休憩區, ChargeSPOT"
全家八堵車站店,018557,基隆市暖暖區八堵路１４２號,"02-77231734 , 02-24567770","夯番薯, 烤馬鈴薯"
全家基隆暖盛店,021336,基隆市暖暖區暖暖街２２０號壹樓及夾層,"02-77413011 , 02-24584927",烤馬鈴薯
全家基隆暖東店,021983,基隆市暖暖區暖暖街１６３號,"02-77096374 , 02-24582882","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 鼎王麻辣蛋, 蒸新鮮"
全家基隆暖鑫店,021132,基隆市暖暖區暖暖街４６１號壹樓,"02-77097456 , 02-24586460","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, Fami!ce(萌布朗店)"
全家基隆暖錠店,023744,基隆市暖暖區源遠路１８９號,"02-77230603 , 02-24594800","夯番薯, 廁所, 休憩區"
全家基隆瑞發店,022899,基隆市暖暖區源遠路２７５－１１號,02-24583547,"烤馬鈴薯, 鼎王麻辣蛋"
全家基隆暖港店,021672,基隆市暖暖區過港路２５４號,"02-77230685 , 02-24574786",休憩區
全家基隆吉市店,020190,基隆市暖暖區碇內街１８８－９號壹樓及夾層,"02-77464253 , 02-24587239","廁所, 休憩區"
全家七堵工明店,017681,基隆市七堵區工建路１－１５號壹樓,"02-77230551 , 02-24519520","夯番薯, 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT, 鼎王麻辣蛋"
全家七堵永富店,022013,基隆市七堵區永平里永富路１２０號、崇智街４８號一樓,"02-77230552 , 02-24558170","休憩區, Fami!ce(雙口味店), ChargeSPOT"
全家七堵自治店,019672,基隆市七堵區自治街６號,"02-77337902 , 02-24554377","夯番薯, 休憩區, 好市多專架"
全家七堵新明德店,017207,基隆市七堵區明德二路１５－５３號,"02-77230556 , 02-24517467","休憩區, ChargeSPOT"
全家七堵東新店,021907,基隆市七堵區東新街６７號壹樓,"02-77510019 , 02-27678206",
全家七堵長安店,021481,基隆市七堵區長安街２１２巷２－４號一樓及地下室,"02-77136820 , 02-24519266","Fami!ce(有販售店), 好市多專架, 鼎王麻辣蛋"
全家七堵大興店,015563,基隆市七堵區南興路３０號１樓,"02-77230557 , 02-24560059","夯番薯, 休憩區"
全家七堵泰安店,023003,基隆市七堵區泰安路２３－１２號,02-24519733,Fami!ce(有販售店)
全家基隆百福店,017151,基隆市七堵區百福里福二街２０４號１樓,"02-77230553 , 02-24529098","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT"
全家新德店,018932,台北市中正區八德路一段４３巷２號,"02-77463163 , 02-23214351","夯番薯, Fami!ce(有販售店)"
全家台大醫院店,018527,台北市中正區中山南路７號Ｂ１樓,02-33223538,"夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 福爾摩沙茶館, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮, 哈肯舖"
全家新惠安店,021130,台北市中正區中華路二段３０７巷４６號,"02-77300717 , 02-23036887","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, ChargeSPOT"
全家南機場店,018955,台北市中正區中華路二段３１１巷１號１樓,"02-77095865 , 02-23039420","夯番薯, 休憩區, ChargeSPOT"
全家高鐵一店,018519,台北市中正區北平西路３號Ｂ１東側,"02-77305337 , 02-23619736",
全家高鐵二店,018520,台北市中正區北平西路３號Ｂ１西側,"02-77305663 , 02-23148950",
全家台鐵西店,018558,臺北市中正區北平西路３號（西南站）,"02-77231903 , 02-23141492","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 馬尚煮"
全家台鐵北店,018559,臺北市中正區北平西路３號（西北站）,"02-77231907 , 02-23142838","夯番薯, SOHOT炎選-現烤點心, ChargeSPOT, 穆斯林友善商品店舖"
全家台鐵二店,018560,臺北市中正區北平西路３號Ｂ１,"02-77231934 , 02-23147112","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 穆斯林友善商品店舖"
全家台鐵南店,018685,臺北市中正區北平西路３號（東南站）,"02-77306283 , 02-23883209","夯番薯, 烤馬鈴薯, ChargeSPOT, 馬尚煮"
全家台鐵東店,018686,臺北市中正區北平西路３號（東北站）,"02-77306635 , 02-23893070","夯番薯, 烤馬鈴薯, ChargeSPOT, 馬尚煮"
全家台鐵一店,018687,臺北市中正區北平西路３號Ｂ１,"02-77306756 , 02-23614184","夯番薯, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 鼎王麻辣蛋, 穆斯林友善商品店舖"
全家新龍口店,021261,台北市中正區汀州路一段２４４號,"02-77300715 , 02-23047184","夯番薯, 休憩區, ChargeSPOT, 塑環真®循環杯"
